genetic;length;mass;exercise;smoking;alcohol;lifespan;sugar;labels
85.6;175.0;76.4;2.4;0.1;4.7;85.4;9.9;0
79.4;170.0;116.0;2.7;3.4;5.2;77.6;3.2;0
69.9;157.0;68.5;1.6;16.6;4.3;64.3;8.4;0
71.7;204.0;100.7;2.9;9.2;0.6;71.5;4.3;0
74.1;183.0;106.2;3.6;8.3;4.1;73.3;10.0;0
77.7;214.0;93.3;1.6;2.9;1.5;77.3;13.1;0
87.4;166.0;133.4;1.5;20.5;5.3;81.0;5.6;0
89.2;207.0;65.4;2.2;13.4;4.1;86.3;8.6;0
94.1;178.0;60.8;1.4;11.1;3.8;91.8;2.8;0
80.1;194.0;120.8;1.2;6.9;1.0;77.7;7.3;0
87.6;190.0;134.8;3.5;21.2;0.6;85.3;6.5;0
87.1;180.0;122.6;1.1;22.1;2.0;79.6;5.2;0
90.1;174.0;77.3;1.4;2.6;1.3;89.6;11.8;0
79.5;193.0;85.9;2.0;10.9;5.2;78.6;8.0;0
80.5;177.0;88.7;0.7;20.5;3.7;72.9;9.5;0
89.4;164.0;79.9;2.4;5.5;0.2;88.9;10.6;0
85.3;193.0;76.5;2.7;0.3;5.4;87.0;3.3;0
82.9;186.0;54.3;1.0;22.0;1.2;79.1;5.3;0
88.7;185.0;57.2;1.7;1.4;2.9;88.5;6.1;0
85.9;173.0;70.5;2.2;0.7;2.5;87.1;9.0;0
80.6;191.0;105.0;3.9;3.0;0.1;82.5;5.7;0
74.2;170.0;55.8;1.7;0.7;5.2;74.2;4.8;0
89.0;181.0;75.4;2.6;14.8;2.9;85.9;7.7;0
82.8;176.0;107.2;0.8;6.0;0.5;80.9;6.4;0
72.7;168.0;63.5;3.6;1.0;0.7;76.2;2.1;0
95.7;163.0;121.0;3.0;16.4;0.9;92.3;4.7;0
70.6;156.0;135.9;1.2;13.4;0.6;62.0;7.5;0
93.4;200.0;77.6;1.3;12.5;3.5;90.5;3.0;0
79.8;183.0;87.7;2.8;18.6;0.5;75.9;6.1;0
74.0;174.0;95.7;1.4;8.7;2.6;70.0;10.6;0
79.9;202.0;75.9;3.4;15.0;0.2;78.4;4.2;0
78.4;174.0;86.9;5.4;1.1;5.6;81.5;4.9;0
81.0;188.0;53.3;2.1;20.5;1.8;76.1;5.4;0
69.9;178.0;73.4;1.9;6.9;0.3;69.7;2.5;0
90.1;174.0;117.9;0.2;5.2;4.3;86.0;11.4;0
73.5;190.0;75.7;4.5;11.0;0.4;73.1;3.6;0
70.0;183.0;69.5;1.6;0.3;3.9;69.4;7.1;0
87.8;177.0;96.1;2.5;20.4;0.5;84.3;4.3;0
83.0;174.0;60.5;2.1;6.0;0.7;83.0;2.8;0
80.8;164.0;95.0;2.5;17.4;2.9;75.0;6.2;0
100.2;182.0;95.2;3.3;19.6;0.6;96.6;10.5;0
74.9;176.0;142.8;1.6;0.4;4.1;71.9;5.5;0
86.2;154.0;96.1;2.0;9.3;0.9;83.0;10.8;0
76.4;184.0;118.1;1.9;12.7;4.5;73.1;2.7;0
82.0;155.0;92.2;1.1;11.4;5.4;77.2;7.3;0
87.2;195.0;52.3;1.8;21.2;1.1;83.5;1.7;0
83.8;194.0;87.1;3.4;0.5;2.8;86.2;4.3;0
75.4;192.0;91.3;2.2;1.1;0.4;76.8;5.1;0
91.8;195.0;118.6;0.8;18.9;0.9;86.9;7.2;0
88.1;197.0;87.7;2.4;0.2;1.3;90.1;6.5;0
98.6;200.0;121.0;4.6;12.3;6.0;98.7;3.1;0
97.4;184.0;65.5;1.7;8.8;5.6;94.0;8.7;0
84.2;184.0;90.0;1.4;19.0;1.7;79.9;2.7;0
90.4;184.0;82.8;2.9;16.6;3.3;88.6;3.5;0
86.6;187.0;100.1;2.1;16.6;0.6;83.2;8.7;0
77.0;193.0;52.8;2.3;20.1;0.6;73.9;6.2;0
78.6;183.0;116.7;2.4;12.1;5.1;74.3;7.5;0
76.5;176.0;111.4;5.1;20.5;0.4;73.0;9.6;0
86.6;198.0;91.5;1.9;10.8;4.3;84.6;9.0;0
83.4;202.0;134.9;4.0;10.4;2.1;81.9;6.3;0
81.2;179.0;116.5;4.0;9.2;1.3;80.9;2.6;0
84.3;193.0;117.7;1.9;21.7;2.0;79.9;7.5;0
99.3;187.0;63.9;1.1;12.9;2.8;96.2;12.8;0
85.3;180.0;100.8;2.1;13.1;0.6;82.1;7.1;0
87.0;173.0;83.1;2.9;10.8;2.3;84.5;2.4;0
76.3;186.0;84.5;1.3;21.1;3.6;68.6;9.1;0
65.7;166.0;105.9;4.0;3.9;5.7;65.4;5.0;0
76.2;180.0;92.5;1.7;5.2;0.6;75.2;11.3;0
86.3;208.0;74.8;1.7;3.5;1.6;86.6;4.9;0
66.0;196.0;81.6;3.1;4.5;0.3;66.6;3.4;0
77.4;183.0;139.1;1.3;10.9;3.8;73.4;5.4;0
76.1;182.0;116.7;3.1;6.0;0.9;74.4;4.2;0
96.3;172.0;66.6;1.2;12.7;3.8;92.8;3.2;0
85.2;172.0;62.2;1.3;12.8;5.0;79.3;7.6;0
68.0;183.0;54.5;1.2;21.5;4.1;60.8;4.9;0
78.7;169.0;74.8;3.8;5.8;4.5;78.8;10.2;0
76.4;163.0;94.4;3.8;3.2;0.2;76.9;8.5;0
76.1;169.0;91.8;1.4;5.4;1.8;75.3;7.5;0
78.6;177.0;73.6;4.4;18.8;2.1;77.0;3.6;0
87.9;176.0;86.4;1.4;3.5;0.8;86.7;8.1;0
100.3;181.0;63.6;1.6;3.7;1.4;100.1;5.5;0
84.3;194.0;107.4;2.2;3.1;3.4;83.6;10.1;0
78.9;198.0;58.0;1.0;13.4;1.3;76.5;6.3;0
86.3;183.0;57.8;2.5;3.3;5.1;84.9;4.9;0
87.3;188.0;132.8;1.0;15.5;2.3;85.9;7.7;0
73.2;201.0;68.4;2.0;11.7;0.1;71.8;6.6;0
87.0;189.0;66.6;3.9;19.5;2.2;85.3;6.9;0
98.0;200.0;63.9;2.1;7.9;4.4;96.3;7.0;0
78.2;212.0;83.2;3.6;16.7;3.3;76.6;5.5;0
81.5;195.0;162.5;4.5;7.2;1.2;80.6;8.0;0
77.9;198.0;87.4;0.6;15.8;0.1;73.8;10.3;0
92.1;197.0;121.6;1.5;12.0;5.3;87.5;9.2;0
80.5;160.0;157.6;4.0;2.4;0.5;76.5;2.6;0
88.7;192.0;122.3;1.8;6.9;2.4;87.3;5.7;0
79.4;186.0;106.0;2.5;12.5;1.6;76.8;4.1;0
66.6;171.0;104.5;1.4;2.3;0.7;65.3;7.9;0
78.2;202.0;68.8;4.8;16.1;3.8;77.0;7.1;0
83.7;179.0;59.6;4.3;10.3;1.4;84.1;11.3;0
78.8;194.0;139.7;0.7;0.6;0.3;77.8;6.8;0
80.8;198.0;78.7;3.6;7.1;1.4;81.5;2.9;0
86.3;175.0;99.8;2.8;3.6;4.3;88.1;6.0;0
96.8;164.0;78.8;2.7;15.6;1.5;94.5;7.3;0
99.9;177.0;56.1;4.1;18.3;2.2;99.6;11.1;0
82.0;189.0;108.4;2.4;1.5;0.4;82.3;6.8;0
73.6;183.0;132.0;1.9;16.6;2.7;68.1;5.6;0
76.8;185.0;81.7;3.0;7.9;0.8;76.3;7.1;0
90.8;193.0;118.4;1.6;21.1;4.1;84.4;8.6;0
80.1;182.0;74.2;1.4;19.7;5.3;74.0;10.6;0
70.5;174.0;81.7;1.5;0.2;1.7;71.2;6.2;0
94.1;179.0;76.3;1.7;0.3;0.6;95.1;2.4;0
73.7;198.0;58.2;3.9;5.7;4.2;72.5;3.5;0
87.1;188.0;81.8;2.9;17.8;1.4;83.1;5.0;0
78.7;169.0;117.3;2.1;0.0;3.0;77.2;7.1;0
78.4;195.0;129.5;4.7;21.0;4.7;72.9;9.4;0
65.0;183.0;112.0;0.3;7.4;5.7;60.7;6.9;0
76.6;187.0;119.0;0.7;0.7;2.2;75.5;5.8;0
79.2;205.0;91.7;4.7;8.0;1.0;80.1;1.9;0
70.3;175.0;58.4;2.9;7.5;0.8;69.5;6.5;0
89.7;160.0;123.4;1.5;17.1;0.7;83.3;8.6;0
92.0;168.0;95.7;2.7;17.7;0.6;90.4;5.0;0
78.1;203.0;100.7;3.1;20.1;4.7;74.4;7.6;0
76.5;163.0;76.3;3.6;18.4;0.7;72.2;7.8;0
78.4;188.0;155.0;2.2;11.4;4.7;72.7;7.7;0
85.7;169.0;59.2;1.5;12.1;0.8;85.5;6.8;0
78.8;185.0;94.5;1.1;16.6;0.5;74.9;2.6;0
88.2;187.0;120.5;1.9;8.7;5.6;84.2;2.0;0
80.1;194.0;62.7;3.4;8.2;1.1;80.6;8.5;0
65.2;173.0;90.4;2.1;4.0;2.3;64.7;5.8;0
79.2;184.0;69.1;3.2;9.0;0.7;77.1;11.3;0
83.1;200.0;120.1;0.4;16.5;0.6;78.0;5.1;0
81.4;181.0;63.1;2.4;13.1;0.4;76.9;10.7;0
80.7;189.0;144.4;2.0;3.2;0.3;79.1;8.7;0
73.0;181.0;66.1;2.2;0.1;1.2;74.1;12.8;0
73.9;187.0;55.9;3.8;9.6;3.8;72.9;7.2;0
85.0;193.0;84.8;2.3;8.9;0.3;84.9;5.6;0
86.5;211.0;50.4;0.5;14.0;1.0;82.7;10.2;0
87.6;200.0;86.2;1.3;19.9;6.0;84.5;4.7;0
67.7;186.0;56.9;1.4;19.2;5.3;62.7;10.4;0
89.0;170.0;73.4;1.6;8.6;1.3;86.9;7.9;0
82.3;183.0;76.6;2.9;16.3;0.4;79.4;7.0;0
78.1;156.0;101.6;4.3;0.3;5.8;77.5;3.2;0
77.7;183.0;111.5;3.5;19.4;0.4;77.2;3.3;0
79.7;175.0;53.2;1.9;11.4;0.4;77.5;4.4;0
91.3;167.0;136.3;3.7;18.3;1.4;83.7;5.1;0
74.1;201.0;111.8;1.7;15.9;5.5;68.1;6.4;0
73.1;194.0;120.5;3.4;6.8;1.6;74.0;4.7;0
76.5;198.0;63.8;2.0;9.5;5.7;72.5;10.2;0
78.4;183.0;91.6;3.1;10.8;0.9;77.7;5.9;0
87.9;193.0;85.1;2.5;5.1;1.3;87.4;8.6;0
81.4;189.0;61.3;2.0;19.0;1.4;76.1;3.8;0
96.9;166.0;88.9;3.3;4.7;0.5;97.7;5.5;0
77.5;179.0;87.8;1.2;12.1;0.5;73.8;5.6;0
94.1;170.0;73.1;2.4;2.7;4.5;93.2;4.7;0
82.3;170.0;109.7;5.0;1.5;0.2;84.1;9.3;0
82.7;204.0;107.1;3.6;0.2;0.8;85.7;3.5;0
84.6;191.0;69.5;3.4;14.6;5.2;81.8;7.0;0
87.8;160.0;59.9;1.7;2.8;1.4;87.7;3.8;0
80.6;174.0;112.0;3.2;11.1;4.3;77.1;3.6;0
88.7;205.0;113.5;2.5;13.0;1.3;86.6;7.6;0
84.8;179.0;86.8;0.2;13.2;1.4;80.8;2.5;0
83.2;191.0;104.1;4.9;1.3;5.0;84.0;10.5;0
85.2;157.0;59.2;1.7;6.4;5.8;83.6;4.4;0
89.2;178.0;102.2;2.1;0.1;1.9;89.4;8.3;0
86.1;185.0;60.0;2.2;9.3;2.0;84.8;5.6;0
86.0;173.0;69.5;2.5;19.0;1.8;82.1;2.3;0
82.7;189.0;95.7;0.8;1.1;0.2;82.5;5.1;0
78.0;213.0;102.6;0.8;4.7;3.9;75.2;7.1;0
79.4;200.0;66.1;2.0;21.6;2.6;74.4;10.6;0
100.1;193.0;60.6;2.3;6.5;0.9;100.4;4.7;0
79.8;186.0;119.6;4.9;18.7;0.3;77.3;6.9;0
79.5;157.0;158.0;1.9;14.1;1.8;67.2;6.7;0
99.1;170.0;112.9;3.5;12.5;0.7;95.4;7.8;0
100.1;175.0;78.2;4.3;11.9;2.6;100.3;2.5;0
76.4;167.0;88.8;3.4;7.4;1.2;76.1;7.0;0
77.3;195.0;86.1;4.2;8.9;5.0;76.4;10.2;0
80.1;187.0;66.9;1.2;7.7;2.5;78.4;12.1;0
65.6;180.0;56.0;2.8;1.4;3.3;65.6;5.9;0
79.7;166.0;153.9;3.0;11.5;4.4;72.9;2.7;0
88.5;166.0;51.5;3.0;0.1;5.2;90.5;8.3;0
85.7;170.0;79.0;1.9;19.1;0.4;84.1;3.6;0
85.8;172.0;93.0;2.3;9.3;0.7;85.1;2.4;0
79.1;182.0;95.4;2.8;0.5;1.1;79.5;8.6;0
79.0;189.0;103.0;2.5;6.2;2.0;78.3;3.6;0
77.7;165.0;68.4;1.9;7.5;4.8;76.4;5.3;0
78.8;181.0;65.2;1.9;0.7;0.8;79.6;3.0;0
84.8;207.0;102.9;1.5;0.0;2.5;84.9;4.5;0
85.0;188.0;82.7;1.7;2.5;5.0;84.2;10.2;0
84.4;203.0;58.2;1.7;17.5;5.3;81.9;1.9;0
80.8;167.0;103.2;2.2;13.3;0.1;77.1;8.8;0
72.8;187.0;64.7;2.0;13.3;3.8;69.3;9.7;0
79.2;213.0;120.1;5.0;0.6;0.7;82.1;5.9;0
74.1;167.0;145.9;1.9;4.0;3.5;69.1;9.4;0
75.0;203.0;104.6;1.6;20.3;0.2;70.5;4.7;0
80.0;183.0;115.6;2.6;17.5;4.1;73.9;6.4;0
64.1;188.0;98.9;4.0;11.1;5.4;61.4;4.6;0
79.2;185.0;117.4;2.3;11.3;0.2;77.5;6.6;0
90.3;177.0;81.4;1.2;8.6;5.2;86.4;6.2;0
81.4;207.0;74.4;5.0;7.5;0.5;82.1;9.0;0
89.1;194.0;135.3;0.9;21.4;4.8;83.7;6.8;0
83.9;188.0;78.1;3.1;19.7;3.0;81.5;3.8;0
93.8;177.0;145.1;1.6;19.1;3.9;88.0;6.0;0
81.2;183.0;61.4;3.1;0.5;0.4;84.1;3.5;0
75.0;177.0;83.5;1.8;13.7;4.4;70.8;7.7;0
82.7;169.0;132.1;1.0;8.0;0.8;78.5;4.3;0
85.0;189.0;90.3;3.8;13.5;1.8;83.7;8.6;0
75.3;171.0;115.0;2.2;9.6;4.7;71.7;5.3;0
79.2;183.0;72.6;3.7;1.7;0.8;82.2;2.1;0
78.7;200.0;56.4;4.1;0.4;5.4;80.1;9.6;0
78.7;173.0;111.6;2.3;0.5;0.8;78.5;3.6;0
70.9;194.0;77.9;3.0;0.3;4.0;71.6;11.9;0
93.9;185.0;120.0;0.2;0.5;0.7;92.2;8.5;0
87.2;164.0;88.2;3.2;10.4;1.1;85.2;3.3;0
83.0;173.0;76.5;5.1;21.1;0.6;81.5;9.7;0
79.2;163.0;85.7;1.1;18.1;4.9;74.0;7.9;0
75.9;177.0;96.6;4.1;4.7;4.2;76.1;3.2;0
75.4;177.0;112.7;4.5;1.0;2.8;77.5;8.5;0
72.9;193.0;110.8;1.0;20.4;1.1;66.3;7.0;0
89.7;187.0;76.0;2.4;15.5;0.3;85.7;10.3;0
77.4;210.0;56.5;1.6;14.8;1.4;75.6;2.5;0
95.6;197.0;77.3;2.7;11.9;1.4;92.8;3.1;0
71.6;191.0;122.7;2.4;0.2;5.3;71.3;2.5;0
87.1;206.0;90.3;3.1;16.0;4.5;80.7;7.3;0
82.0;204.0;88.4;1.6;8.7;2.8;80.3;7.2;0
82.0;180.0;89.6;1.6;12.9;5.0;79.2;4.1;0
73.9;155.0;115.7;1.4;11.0;4.2;67.3;4.5;0
101.8;203.0;64.6;1.9;12.3;2.7;99.6;8.1;0
90.2;180.0;85.6;2.3;17.2;0.8;88.1;3.0;0
87.0;181.0;65.0;2.8;13.5;2.9;85.1;5.1;0
81.4;178.0;98.7;2.7;5.1;4.4;79.8;8.8;0
64.6;180.0;125.1;1.5;0.1;2.9;64.0;5.3;0
88.2;197.0;85.4;2.3;0.2;3.2;88.9;7.9;0
93.7;194.0;72.8;3.7;9.5;1.1;93.8;4.2;0
77.6;172.0;139.7;1.5;4.4;3.0;73.4;5.5;0
97.0;161.0;105.7;3.0;21.7;1.7;91.1;6.2;0
82.4;195.0;52.7;1.6;0.1;0.3;83.2;2.4;0
88.7;191.0;67.0;3.2;20.7;5.0;83.0;3.4;0
72.7;165.0;97.3;2.2;6.6;1.2;69.8;10.7;0
91.9;195.0;102.3;2.5;14.0;0.5;90.6;3.3;0
90.9;190.0;84.3;1.0;13.0;0.2;87.4;7.1;0
89.1;191.0;84.2;0.7;10.2;1.8;87.2;7.3;0
91.6;174.0;108.4;0.9;13.7;1.4;85.9;5.4;0
65.9;203.0;57.8;1.5;8.3;0.4;64.4;9.3;0
78.4;162.0;52.8;4.8;2.7;0.7;79.8;7.0;0
78.1;173.0;115.1;3.1;3.7;0.3;77.7;8.5;0
67.0;171.0;71.9;3.4;0.0;0.4;69.1;9.4;0
89.6;186.0;52.1;3.4;2.3;5.2;89.4;9.9;0
89.6;187.0;55.2;1.7;0.2;6.0;89.4;6.6;0
83.7;199.0;141.5;1.9;6.6;0.3;80.9;3.0;0
99.9;169.0;112.6;0.8;9.8;4.3;93.6;10.4;0
90.6;178.0;58.1;1.2;19.9;1.6;83.5;6.5;0
86.4;195.0;86.9;0.6;2.5;1.2;85.5;4.8;0
81.0;155.0;55.4;3.8;21.9;4.8;76.1;7.8;0
101.7;176.0;62.6;3.8;10.7;0.7;101.6;7.1;1
73.8;204.0;104.1;0.4;15.7;0.8;70.8;6.6;0
78.9;194.0;137.5;2.3;4.2;0.5;77.9;9.1;0
85.1;201.0;53.4;1.2;14.3;0.8;81.0;8.4;0
69.0;199.0;74.5;2.0;0.4;1.1;69.3;13.2;0
83.2;181.0;97.6;1.0;19.1;2.2;78.2;3.2;0
75.7;170.0;65.7;1.7;21.2;4.2;70.5;9.7;0
72.9;180.0;66.7;0.1;13.8;0.7;69.1;8.5;0
84.5;182.0;59.4;1.8;7.5;0.5;83.7;6.7;0
77.2;190.0;161.3;1.6;10.6;1.7;72.9;6.8;0
87.4;205.0;75.9;3.1;13.0;1.4;86.6;6.4;0
85.9;191.0;104.7;2.1;17.8;4.4;81.4;3.7;0
86.9;200.0;141.0;1.3;0.3;1.3;86.5;5.3;0
77.9;193.0;88.0;2.4;0.0;5.1;78.3;10.1;0
81.0;174.0;75.7;4.8;12.5;1.2;81.7;3.4;0
90.4;176.0;108.7;3.5;0.2;0.8;90.9;2.8;0
92.8;175.0;104.0;3.3;9.0;0.6;92.1;1.5;0
89.9;180.0;83.2;5.0;10.3;5.1;88.7;8.9;0
86.1;176.0;50.7;1.3;0.7;4.8;84.7;2.9;0
91.3;189.0;112.9;2.3;3.0;4.5;89.5;9.9;0
73.9;209.0;123.9;1.5;12.9;5.9;69.5;7.1;0
77.7;190.0;92.8;3.7;20.4;4.8;74.1;5.5;0
84.6;206.0;98.4;1.0;6.7;5.7;81.2;5.9;0
83.8;208.0;136.1;2.8;20.4;0.3;77.7;6.8;0
77.3;183.0;81.4;2.0;14.6;0.2;75.6;9.5;0
96.0;173.0;57.3;3.5;9.2;0.7;95.6;3.8;0
90.2;179.0;124.4;2.5;3.0;5.2;89.2;6.1;0
83.1;158.0;61.4;2.3;9.1;4.5;81.2;4.0;0
93.9;191.0;79.5;4.8;4.5;3.6;93.6;6.7;0
95.3;194.0;84.9;1.4;4.5;1.7;94.3;4.8;0
79.9;187.0;107.9;1.9;16.7;0.4;76.7;9.3;0
80.5;208.0;98.9;1.8;1.4;5.2;79.4;9.2;0
84.9;181.0;83.9;2.0;0.7;5.0;85.6;1.7;0
87.6;203.0;62.5;2.1;0.4;0.8;89.1;1.9;0
82.2;205.0;112.6;1.6;0.2;1.1;82.8;3.6;0
74.1;176.0;82.2;3.6;14.6;5.5;72.3;4.8;0
68.7;177.0;96.6;2.2;12.2;0.6;66.2;5.0;0
77.1;187.0;135.2;1.3;4.6;2.2;75.7;5.1;0
88.2;171.0;90.0;3.5;9.7;2.4;87.8;5.2;0
83.4;174.0;114.4;4.1;0.1;0.3;85.4;1.7;0
83.6;195.0;119.4;1.3;13.9;4.3;78.0;7.9;0
87.5;183.0;70.2;0.5;14.3;0.0;83.8;4.6;0
80.5;164.0;129.6;0.6;11.2;1.6;75.0;3.1;0
79.0;169.0;70.5;1.3;20.8;2.7;73.8;8.4;0
87.4;167.0;70.7;0.4;17.4;4.0;81.5;7.8;0
77.7;184.0;103.1;1.5;15.3;2.8;74.2;2.1;0
89.3;182.0;160.6;2.2;0.1;4.1;86.9;6.0;0
95.9;197.0;90.8;1.1;15.8;0.4;92.6;4.6;0
78.5;164.0;98.7;2.0;3.8;3.7;76.6;5.9;0
74.5;191.0;62.2;1.1;0.2;0.9;74.9;2.4;0
80.8;199.0;95.0;4.5;11.4;2.3;80.2;6.0;0
83.5;183.0;121.2;2.4;21.6;0.9;79.1;5.0;0
94.2;191.0;74.6;1.5;11.4;3.8;91.6;6.9;0
89.6;154.0;101.6;1.9;7.3;2.5;86.6;7.8;0
99.4;172.0;154.3;2.2;19.0;5.2;88.9;2.4;0
89.6;177.0;124.4;3.0;0.5;0.1;90.5;4.6;0
86.1;187.0;68.8;2.0;1.0;1.2;86.1;7.1;0
80.5;169.0;126.5;2.4;12.9;0.2;76.7;5.6;0
71.1;173.0;57.1;2.6;17.6;2.8;66.4;9.5;0
87.9;206.0;63.6;3.3;0.2;0.5;90.1;3.4;0
78.4;175.0;60.8;2.0;19.5;4.2;75.9;4.5;0
88.7;179.0;72.3;2.1;7.1;1.7;87.2;5.5;0
78.3;191.0;55.7;1.0;19.1;0.8;74.3;7.6;0
85.2;182.0;98.2;2.3;20.8;5.9;79.6;2.0;0
88.6;181.0;57.9;1.5;3.3;2.0;87.1;10.5;0
70.1;205.0;115.6;3.6;16.7;1.1;68.5;7.6;0
64.3;182.0;156.3;3.4;0.3;1.5;63.5;4.0;0
78.5;186.0;149.0;1.4;0.1;1.2;77.1;4.8;0
78.6;197.0;103.3;1.4;0.4;0.9;78.7;3.9;0
78.9;180.0;67.4;0.7;16.6;3.7;74.6;0.8;0
90.6;205.0;123.5;1.9;6.1;1.3;89.2;10.3;0
88.3;191.0;109.7;2.8;5.2;1.4;89.5;8.2;0
70.4;196.0;58.3;4.1;20.6;0.8;68.8;6.5;0
80.9;189.0;112.0;5.1;12.5;1.7;81.2;2.8;0
87.6;194.0;128.8;1.2;19.4;0.4;82.4;7.7;0
82.8;185.0;89.5;5.5;14.6;1.1;82.6;5.3;0
88.6;170.0;75.5;3.3;17.3;0.5;84.2;6.2;0
75.6;191.0;89.0;3.1;11.2;3.2;74.6;4.2;0
78.0;177.0;68.8;1.6;13.6;0.7;75.4;7.3;0
92.4;189.0;54.9;3.3;18.4;3.8;89.8;6.2;0
79.9;171.0;108.9;0.5;11.7;0.3;74.8;6.1;0
85.8;183.0;111.5;1.2;4.3;3.9;82.9;4.6;0
83.4;165.0;72.3;0.6;11.8;0.4;79.8;9.1;0
81.5;177.0;75.8;0.4;20.9;5.3;77.0;7.2;0
70.1;197.0;138.7;3.1;6.0;6.0;68.8;9.7;0
81.8;176.0;60.2;1.1;6.9;1.8;80.1;7.6;0
80.7;177.0;76.7;3.9;20.4;1.0;80.6;7.1;0
77.7;192.0;51.5;2.5;19.7;2.1;72.1;3.4;0
77.6;181.0;55.4;4.0;4.7;0.9;78.2;7.4;0
92.2;180.0;55.3;2.8;0.3;0.7;93.0;8.6;0
88.3;170.0;94.2;2.2;0.5;0.9;89.3;4.4;0
89.3;206.0;57.5;3.1;16.5;4.9;87.5;9.3;0
74.8;199.0;55.6;1.7;11.7;0.5;70.6;11.6;0
77.2;178.0;73.4;3.2;3.1;3.7;78.5;7.9;0
76.2;173.0;99.7;3.4;1.4;0.4;76.6;6.8;0
83.9;166.0;69.2;4.3;2.8;5.1;84.2;4.0;0
74.2;192.0;103.6;4.7;16.1;1.3;72.3;8.7;0
81.7;178.0;103.8;1.7;7.5;4.5;80.0;2.0;0
77.7;172.0;119.7;4.6;6.6;1.0;77.0;8.3;0
87.5;173.0;69.9;3.3;20.1;4.2;83.5;12.5;0
79.4;173.0;59.7;1.4;21.0;0.2;75.2;6.9;0
84.4;176.0;112.0;1.8;4.8;0.7;83.4;3.4;0
82.1;180.0;123.5;1.5;14.3;0.9;78.1;2.0;0
80.7;190.0;73.2;2.7;9.8;0.7;79.4;8.8;0
83.1;202.0;71.8;2.2;5.6;1.8;82.5;8.4;0
81.9;205.0;70.9;2.6;8.6;0.9;80.1;1.2;0
79.7;195.0;96.7;0.4;2.7;3.6;77.6;2.3;0
74.7;208.0;79.1;1.1;8.9;1.8;71.7;8.4;0
74.1;180.0;125.9;1.5;0.5;0.9;72.8;8.6;0
85.7;173.0;54.0;0.1;0.3;0.7;85.4;2.9;0
91.3;183.0;67.5;1.4;10.8;1.0;89.0;7.6;0
72.0;161.0;80.0;2.9;6.3;5.8;71.6;10.7;0
84.6;195.0;85.5;1.8;14.8;0.9;81.5;7.9;0
85.9;181.0;92.9;0.1;21.8;1.5;82.6;5.2;0
84.4;189.0;51.5;1.9;13.3;0.6;81.0;7.3;0
78.5;173.0;99.2;0.7;14.2;0.6;73.8;3.8;0
82.1;170.0;99.2;1.0;0.4;5.1;79.1;9.6;0
76.0;201.0;104.9;1.7;10.5;0.9;72.7;3.6;0
79.9;170.0;86.5;1.8;8.6;5.8;75.3;7.6;0
78.8;198.0;57.1;1.7;21.2;4.8;74.8;4.0;0
89.6;170.0;66.8;3.2;18.1;0.9;86.6;10.1;0
79.1;177.0;94.0;2.0;16.6;2.7;77.8;5.9;0
82.2;176.0;87.9;1.5;21.2;3.3;74.3;6.6;0
77.5;161.0;113.9;1.9;4.7;2.9;74.4;7.6;0
82.7;197.0;80.0;3.1;15.4;4.6;78.8;4.8;0
80.0;208.0;54.6;0.9;3.7;3.8;78.2;6.7;0
80.7;184.0;59.4;0.4;15.1;3.3;76.7;4.1;0
81.9;192.0;106.5;2.3;0.1;4.2;81.7;4.3;0
73.8;206.0;135.2;0.6;14.4;2.8;69.2;4.3;0
79.2;197.0;52.3;3.7;1.7;4.5;78.6;3.9;0
86.9;177.0;87.9;3.1;17.4;1.1;83.8;2.4;0
87.1;202.0;116.9;2.3;20.8;0.5;82.0;7.7;0
74.7;182.0;79.0;2.0;0.0;4.9;74.9;6.9;0
84.8;201.0;95.9;3.7;19.9;1.4;81.4;11.5;0
86.5;189.0;80.1;4.9;10.1;5.1;86.9;6.1;0
92.0;195.0;100.0;3.5;0.0;1.8;94.8;2.7;0
85.8;193.0;78.7;4.6;5.7;0.6;89.0;4.0;0
73.3;184.0;76.9;1.7;20.8;0.6;66.6;8.9;0
87.2;172.0;60.8;0.7;2.2;0.4;86.5;5.5;0
76.6;178.0;73.4;0.4;6.1;4.1;73.1;6.0;0
77.9;194.0;62.8;0.6;9.6;4.1;74.1;7.2;0
85.8;201.0;76.3;2.2;17.2;4.2;80.9;4.5;0
76.0;199.0;86.0;1.4;19.5;1.6;71.2;9.2;0
79.8;177.0;80.1;3.0;11.9;1.0;77.9;7.3;0
101.4;181.0;64.4;3.0;0.1;1.8;103.5;4.8;-1
90.8;194.0;66.2;1.7;2.9;3.4;89.3;11.6;0
76.3;184.0;58.3;2.7;18.0;0.2;73.4;3.4;0
100.5;196.0;102.1;3.3;15.2;0.7;98.9;6.8;0
92.8;181.0;108.2;2.8;19.3;0.9;86.0;9.5;0
72.3;206.0;67.5;2.6;1.8;3.1;72.4;6.0;0
81.3;207.0;66.5;3.1;12.7;4.2;78.8;5.6;0
82.7;184.0;54.2;2.9;6.7;0.4;81.6;8.7;0
75.3;182.0;83.9;3.1;7.4;4.0;73.5;11.2;0
77.5;179.0;135.6;3.0;17.2;5.8;72.1;4.8;0
79.7;188.0;70.4;2.0;9.9;2.3;75.8;10.9;0
79.9;199.0;110.4;0.3;0.7;5.6;78.9;7.8;0
84.8;172.0;91.0;2.2;0.2;0.5;85.1;4.5;0
82.1;213.0;73.0;1.2;21.9;0.3;77.8;4.9;0
